metodo;hospital;AbdomenCT;BreastMRI;ChestCT;CXR;Hand;HeadCT
mh_cro;Hospital_4;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_5;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_6;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_7;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_8;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_9;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9922±0.0110
mh_cro;Hospital_10;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9565±0.0000;1.0000±0.0000
mh_cro;Hospital_11;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9855±0.0000;1.0000±0.0000
mh_cro;Hospital_12;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9167±0.1179;1.0000±0.0000
mh_cro;Hospital_13;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_14;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_15;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_16;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_17;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_18;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_19;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9897±0.0000;1.0000±0.0000
mh_cro;Hospital_20;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9242±0.0429;1.0000±0.0000
mh_cro;Hospital_21;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9375±0.0000;1.0000±0.0000
mh_cro;Hospital_22;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_23;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9111±0.0314;1.0000±0.0000
mh_cro;Hospital_24;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.3333±0.4714;1.0000±0.0000
mh_cro;Hospital_25;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_26;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9959±0.0058;1.0000±0.0000
mh_cro;Hospital_27;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA
mh_cro;Hospital_28;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;0.9333±0.0943;1.0000±0.0000
mh_cro;Hospital_29;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_30;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_31;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;0.9873±0.0179;1.0000±0.0000
mh_cro;Hospital_32;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_33;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_34;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_35;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_36;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;0.9845±0.0110;1.0000±0.0000
mh_cro;Hospital_37;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_38;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_39;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9714±0.0133;1.0000±0.0000
mh_cro;Hospital_40;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.8333±0.2357;1.0000±0.0000
mh_cro;Hospital_41;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_cro;Hospital_42;NA;1.0000±0.0000;1.0000±0.0000;NA;NA;NA
mh_cro;Hospital_43;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9167±0.1179;1.0000±0.0000
mh_cro;Hospital_44;1.0000±0.0000;NA;1.0000±0.0000;1.0000±0.0000;0.9881±0.0168;1.0000±0.0000
mh_cro;Hospital_45;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9917±0.0118;1.0000±0.0000
mh_cro;Hospital_46;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000
mh_cro;Hospital_47;NA;1.0000±0.0000;1.0000±0.0000;0.8889±0.0000;0.9298±0.0248;1.0000±0.0000
mh_cro;Hospital_48;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;NA;1.0000±0.0000
mh_cro;Hospital_49;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9091±0.0000;1.0000±0.0000
mh_cro;Hospital_50;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
